GivenName,MiddleInitial,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,GUID,Latitude,Longitude,Kilograms,Centimeters,Company,Occupation
Mamie,T,Reyes,"4951 Poe Road",Charleston,29405,MamieTReyes@fleckens.hu,843-218-7805,3edc803d-10da-48c5-850f-713f27368bc3,32.777286,-80.061426,66.6,171,"Atlas Architectural Designs","Counseling psychologist"
Ada,M,Kemp,"3885 Garrett Street","Fort Washington",19034,AdaMKemp@superrito.com,267-965-2625,652dba7e-0467-495e-b3dc-9deaf50ed12c,40.044742,-75.23424,50.2,158,"Hudson's MensWear","Architectural drafter"
Barbara,W,Davis,"4420 Friendship Lane",Sunnyvale,94086,BarbaraWDavis@cuvox.de,408-597-3081,7fff9439-118d-444f-808d-23518f02e784,37.399529,-121.972373,87.8,166,"Turtle's Records & Tapes","Human resources manager"
Howard,P,Patterson,"579 Gambler Lane",Houston,77014,HowardPPatterson@gustr.com,281-893-5828,011d6d4b-122f-4c6a-8078-339dce4de969,29.900553,-95.456878,104.9,185,"Present Company","Automotive painter"
Harriet,E,Cooper,"3998 Hall Place",Hawkins,75765,HarrietECooper@armyspy.com,903-769-6523,60450ca8-6140-425f-a541-d623f1939802,32.714967,-95.223715,97.2,171,"Accord Investments","Greenhouse manager"
Muriel,M,Gerber,"2431 Bloomfield Way",Portland,04101,MurielMGerber@fleckens.hu,207-618-4464,5f59e08c-d964-45d4-9183-91aba222eda9,43.733518,-70.207878,95.6,171,"Stop and Shop","Elementary school teacher"
David,G,Profit,"1998 Johnstown Road",Wheeling,60090,DavidGProfit@dayrep.com,847-478-3892,df05f894-3be7-48a1-9831-05f6729a2b88,42.1796,-87.925321,113.2,169,"Circuit Design","Production manager"
Deborah,F,Whitsett,"3948 Maple Avenue",Boise,83702,DeborahFWhitsett@superrito.com,208-988-5725,08c3fc55-055e-4e34-a8cf-9124e907400a,43.784435,-116.22731,62.5,161,"The Network Chef","Tax accountant"
Glenda,C,Youngquist,"3200 Lochmere Lane",Hartford,06103,GlendaCYoungquist@einrot.com,860-380-9108,9068dacf-50fc-4465-832c-6087269c2c18,41.84145,-72.6208,56.1,169,"Star Assistance","Home health nurse"
Lucretia,A,Bruening,"1645 Hawks Nest Lane","Maryland Heights",63141,LucretiaABruening@gustr.com,314-754-2803,e71a3e3b-6a20-4604-81bf-de24c7fe5bb2,38.68608,-90.465453,71.9,167,"Alert Alarm Company","Credit counselor"
Lisa,J,Patton,"2985 Spring Avenue",Philadelphia,19108,LisaJPatton@teleworm.us,267-646-0220,96afe185-c346-43e8-ab11-1c00726f6d14,40.049357,-75.170627,87.6,158,Adaptaz,"Environmental engineer"
Annie,J,Jones,"2048 Short Street",Bastrop,78701,AnnieJJones@superrito.com,512-995-2207,078f77a3-ebcc-4855-98df-370d29025c63,30.156701,-97.288492,101.8,154,Henry's,"Sales engineer"
Lori,L,James,"46 Hickory Lane",Washington,20009,LoriLJames@jourrapide.com,202-483-7570,345be633-2362-45b9-b327-21bb694a18bb,38.993569,-76.942768,64.3,163,"First Rate Choice","Forging machine tender"
Paula,H,Ginn,"3640 Argonne Street",Philadelphia,19108,PaulaHGinn@teleworm.us,302-312-7317,090368ab-2d8f-457d-90e4-a64a133500ea,39.951817,-75.221783,76.1,158,"Noodle Kidoodle","Language pathologist"
George,M,Wildes,"4472 School House Road",Jackson,39201,GeorgeMWildes@cuvox.de,601-708-9837,aeef3476-ae11-41aa-bd2f-33ecf05d4b31,32.27615,-90.128902,80.2,176,"Sunny Real Estate Investments","Pesticide handler"
Sonya,D,Roberts,"470 Mount Street","Carson City",48811,SonyaDRoberts@jourrapide.com,989-584-2290,d958b3e0-edd3-4ca5-9253-f27b85f20569,43.236291,-84.923453,75.8,173,"Buena Vista Realty Service","Audio-visual collections specialist"
Mellisa,J,Roemer,"3134 Turkey Pen Road","New York",10007,MellisaJRoemer@fleckens.hu,917-239-4629,17ef0625-f6ee-461c-8a9c-1524927d3f5a,40.674853,-73.954595,94.8,159,"Accord Investments","Dividend clerk"
Andrew,J,Ward,"4400 Clay Lick Road",Aurora,80014,AndrewJWard@cuvox.de,720-519-1087,9ead9be1-28be-45c0-8e1c-f205dcd6eedb,39.757093,-104.930725,112.4,169,"Dream Home Real Estate Service",Esthetician
Scott,P,Hysell,"220 Lincoln Street",Camden,08102,ScottPHysell@gustr.com,609-474-3677,6ac64e9f-d32c-49e5-a713-60e8a222003c,40.014332,-75.122292,63.6,174,"Gamma Gas","Independent adjuster"
Laura,J,Marquez,"1190 Nicholas Street",Salina,67401,LauraJMarquez@gustr.com,785-269-0106,01e24767-105a-4ad8-9a11-2bdc88f77eaa,38.933285,-97.700629,95.3,160,Roberd's,"Labor trainer"
Sean,A,Rivera,"2575 Tennessee Avenue",Pontiac,48342,SeanARivera@dayrep.com,248-335-7500,657be687-f210-4e07-a8c8-575ae94ec870,42.624048,-83.257458,96.2,165,"Total Sources",Bellhop
Claudette,A,Haugh,"517 Bell Street","New York",10011,ClaudetteAHaugh@fleckens.hu,212-201-5420,170301e4-95be-45de-aa16-9f91f23ede4c,40.828376,-74.055062,92.6,158,"Mission G","Coin, vending, and amusement machine servicer repairer"
Young,S,Bryant,"3330 Nuzum Court",Buffalo,14214,YoungSBryant@jourrapide.com,716-606-4076,bba660ac-33d3-4033-bfae-c5d8febe7c30,43.009691,-78.878427,68.2,172,"Frank's Nursery & Crafts","Nursery and greenhouse manager"
Maria,A,Johanson,"2755 Fancher Drive",Dallas,75207,MariaAJohanson@superrito.com,214-273-6824,f546b2ca-f285-4c28-81d2-cffcc56299bb,32.877088,-96.81009,75.5,167,"Courtesy Hardware Store","Budget manager"
Elizabeth,W,Amendola,"4623 Sardis Station",Minneapolis,55402,ElizabethWAmendola@einrot.com,612-555-3805,57fc255f-fd45-4741-95d0-e3acf5b634cb,44.960572,-93.180747,70.9,151,"Monk House Maker","LAN administrator"
Renee,J,Dawley,"1795 Hillview Drive",Gainesville,30501,ReneeJDawley@fleckens.hu,706-983-5919,78d694c3-b70e-44f2-ab6e-122aaf5b57bf,34.406726,-83.811626,92.2,160,"Endicott Johnson","Chiropractic physician"
Sue,R,Ramirez,"2309 Southern Avenue",Antonia,63052,SueRRamirez@superrito.com,636-948-6260,89f4af8f-ea8c-4342-9ff9-faabaab2d983,38.446456,-90.381573,52.2,165,"Super Duper","Sports book writer"
Ervin,L,Carr,"4240 Cimmaron Road",Anaheim,92801,ErvinLCarr@superrito.com,714-655-9448,4be05cd3-1ec1-411d-8462-ee22eba0a6aa,33.887274,-117.903556,98.2,183,"Enviro Architectural Designs",Mediator
Mary,T,Harris,"636 Radio Park Drive",Augusta,30909,MaryTHarris@teleworm.us,706-732-8715,b0591b5b-bd11-4ee2-8388-89aa1d59af88,33.442932,-82.142048,82.7,175,"Burger Chef","Nurse practitioner"
William,A,Munoz,"3546 Briercliff Road",Brooklyn,11238,WilliamAMunoz@einrot.com,718-636-6290,79511d49-e93e-4f63-9af2-0596880c59ee,40.756423,-73.946521,105.4,190,"Larry's Markets","Probation officer"
Patricia,J,Beaver,"2626 Single Street",Lynn,01901,PatriciaJBeaver@rhyta.com,781-592-0163,b2616d99-becc-4e6d-b1c3-da560dc17364,42.47513,-71.021364,88.4,153,"Dave Cooks","Respiratory therapist"
Jerry,T,Perez,"1414 Meadowview Drive",Buckner,23024,JerryTPerez@armyspy.com,540-872-1951,0d47daf3-0b75-48d3-a2e9-8f97b391ea28,37.99253,-77.761301,86.6,186,Perisolution,Endodontist
Virgil,R,Lawrence,"1126 Huntz Lane",Bedford,01730,VirgilRLawrence@gustr.com,978-543-9614,bf7a2b3c-b9b6-4506-8904-bf2aebd2c916,42.413701,-71.373089,75.4,166,Isaly's,"Executive chef"
Juliana,J,Alessi,"3192 George Street",Ocala,34471,JulianaJAlessi@rhyta.com,352-516-9745,f455eea4-0bee-4df0-80ff-fd5dcfaf71f9,29.109183,-82.047641,88.0,160,"Happy Family","Control and valve installer"
Derrick,A,Boggs,"4423 Denver Avenue",Riverside,92503,DerrickABoggs@superrito.com,951-352-0321,27f73312-dcae-45fe-ac81-49502fb74698,33.830715,-117.490078,89.0,168,"Pro Star","Video editor"
William,G,Sherrill,"96 Melville Street",Jackson,38301,WilliamGSherrill@cuvox.de,731-313-2148,9444fbee-29c3-43e3-9572-8530031ef5a9,35.670727,-88.835666,80.8,176,"Fradkin Brothers Furniture","DTP operator"
Amparo,R,Lister,"696 West Fork Street","Big Sandy",59520,AmparoRLister@superrito.com,406-378-0185,43876748-169d-4914-b379-a43b53eccb06,47.928127,-110.122599,53.9,165,"The Independent Planners","Loading machine operator"
Mary,D,Swanson,"1304 Crosswind Drive",Owensboro,42301,MaryDSwanson@einrot.com,270-904-5111,693297a8-d0ab-4dc7-8550-886c96fb5229,37.824712,-87.210622,72.0,154,"You Are Successful","Food cooking machine operator"
Paul,J,Smith,"3750 Creekside Lane",Goleta,93117,PaulJSmith@gustr.com,805-681-2374,ea112ce8-bc60-4190-a242-616b7310a06c,34.558075,-120.059511,82.1,176,"Bugle Boy","Digital imaging technician"
Martin,D,Hall,"2434 Havanna Street",Greensboro,27401,MartinDHall@teleworm.us,336-334-5092,c859dfda-b3b5-4492-8137-4daee953c05e,36.068998,-79.818442,74.8,170,"Wholesale Club, Inc.",Arbitrator
Alfred,A,Gish,"730 Hidden Pond Road","Adams Cedar Hill",37010,AlfredAGish@teleworm.us,615-696-9077,b427870b-b544-4ce1-b1da-9ad829167049,36.607662,-87.00083,73.2,190,"Ideal Garden Maintenance","Operational meteorologist"
Ray,N,Adams,"865 Simons Hollow Road","Lock Haven",17745,RayNAdams@gustr.com,570-748-7189,f258e5a5-5db0-40f2-b6e9-c6a265b5c813,41.296444,-77.37414,63.4,172,"Pak and Save",Writer
Terrie,A,Ward,"4692 Pinewood Avenue",Marquette,49855,TerrieAWard@jourrapide.com,906-598-0685,3464784f-ffdd-422f-bb65-30df1b2ef6b7,46.640496,-87.422847,82.6,156,"Frank's Nursery & Crafts","Geographic information specialist"
Wayne,J,Carter,"4083 Garfield Road",Peoria,61604,WayneJCarter@einrot.com,309-681-8560,0a26608f-3c31-490b-bbcd-d9bfc74c7d56,40.637443,-89.692412,88.0,184,Loblaws,"Private detective"
Linda,A,Pryor,"4600 American Drive",Camden,08104,LindaAPryor@cuvox.de,856-253-6270,9b5dfbdf-d35c-4d55-9b7e-3aef0cbcf184,39.899419,-75.120626,88.7,159,Jafco,"Automotive body repairer"
Jared,C,Hass,"3856 Watson Street",Somerdale,08083,JaredCHass@dayrep.com,609-783-8486,00959d81-9686-4fca-89da-19e2140f84a5,39.869079,-75.102032,74.2,186,"Listen Up",Woodworker
Clarence,N,Forbes,"3178 Dogwood Road",Phoenix,85018,ClarenceNForbes@gustr.com,602-724-2470,6d329972-b02f-4070-9ab5-02796c83b33a,33.490518,-112.034821,62.9,178,"Red Baron Electronics","Conference service coordinator"
Anthony,L,Santiago,"4138 Rainbow Road","San Gabriel",91775,AnthonyLSantiago@rhyta.com,626-237-5958,28413317-6162-4495-88fd-bbc217c559ae,34.116003,-118.144829,63.8,174,Weatherill's,"Locker room attendant"
Deanne,D,Christopher,"4766 Upland Avenue","Stony Ridge",43463,DeanneDChristopher@teleworm.us,419-837-2110,8be059f1-298e-4d18-81a7-7737100eecfa,41.520022,-83.49485,96.0,168,"Webcom Business Services","Typesetting machine operator"
Charles,P,Long,"1278 Sherwood Circle",Lafayette,70583,CharlesPLong@teleworm.us,337-206-0438,c6a31b88-e129-4b24-855e-758ffe451a9d,30.207197,-92.03128,115.5,187,Zantigo,Anchor
Arlene,K,Taylor,"4510 Reeves Street",Appleton,54911,ArleneKTaylor@rhyta.com,920-886-6303,eb305c33-b3fa-4016-81fb-a0a1b9029ecb,44.254784,-88.297263,94.2,158,Choices,"Correctional treatment specialist"
William,L,Devera,"3275 Simpson Square",Boswell,74727,WilliamLDevera@teleworm.us,580-566-5258,944aa8d8-5db7-4874-b340-c53faeeb0f13,33.961877,-95.852428,111.6,181,Afterthoughts,"Support service manager"
Kevin,C,Battle,"3140 Walnut Street",Jackson,39211,KevinCBattle@cuvox.de,601-557-7773,0ac7176d-bed4-4c42-bffe-0ebf2ac3adfa,32.419211,-90.168112,106.9,178,"Eagle Hardware & Garden","Petroleum geologist"
Thomas,F,Butterfield,"3968 Lynn Street",Brighton,02135,ThomasFButterfield@einrot.com,617-254-6564,18cd7b80-7494-43e9-a69d-540f9ec75378,42.301408,-71.164963,74.8,187,"Accord Investments","Dental laboratory technician"
Dawn,A,Groff,"1785 Hillside Drive","Weeks Island",70590,DawnAGroff@teleworm.us,337-867-7515,9779e192-a1ee-4030-9574-2f4fadc7396e,29.796873,-91.828822,92.0,164,"Golf Augusta Pro Shops","Mechanical engineer"
Shanelle,P,Washburn,"4460 Crestview Terrace","San Antonio",78218,ShanellePWashburn@rhyta.com,830-715-5873,6581bf20-1ad3-40fb-9116-4993c48051f3,29.411089,-98.434632,73.7,167,"Cala Foods","Ticket agent"
Henry,S,Hartness,"3826 Ward Road","El Paso",79906,HenrySHartness@fleckens.hu,915-422-2484,cf470d55-0a9c-41d3-ac9a-74e037eef591,31.75913,-106.376783,96.1,184,"Hudson's MensWear","Recruitment manager"
John,N,Carter,"4418 Williams Lane",Wichita,67218,JohnNCarter@fleckens.hu,316-682-9739,8913c514-d6df-47f5-b13f-fe3d76a8aa75,37.667672,-97.234048,103.0,175,"Northern Reflections","Financial analyst"
Robert,C,Taylor,"4652 Joes Road","North Greenbush",12144,RobertCTaylor@superrito.com,518-755-8833,750cbec9-6a87-4cb3-af40-50c89c41df34,42.576954,-73.651417,82.5,179,"Hughes & Hatcher",Neurosonographer
Charles,E,Pugh,"1982 Patton Lane",Edna,67342,CharlesEPugh@einrot.com,918-996-7143,40c1d1ec-0e63-4cd5-bdd0-0389213af070,37.129692,-95.325407,75.9,174,Sherman's,"Keypunch operator"
Mackenzie,J,Shehan,"2478 Diane Street","City Of Commerce",90040,MackenzieJShehan@rhyta.com,805-410-7595,d1b6a7cf-ee5d-485a-a033-d6023ee0ee3b,33.903274,-118.255911,75.6,155,"National Hardgoods Distributors","Hotel detective"
Jessie,P,Jackson,"3158 Mulberry Lane","West Palm Beach",33401,JessiePJackson@jourrapide.com,561-833-2337,07370181-d86d-46ad-8d68-a55ced24e58e,26.772609,-80.117049,109.2,178,"Waves Music","Loan authorizer"
Ruth,J,Richmond,"1185 Lowes Alley",Nevada,44849,RuthJRichmond@gustr.com,740-276-5853,da0b5639-f19e-40d1-a253-a981d7c83e66,40.703806,-83.166781,98.7,156,"I. Magnin","General internist"
Dorothy,J,Mateer,"234 Broaddus Avenue",Paducah,42003,DorothyJMateer@gustr.com,270-210-0521,31756405-250f-4462-9b33-6d0d2b142ecc,36.916089,-88.665973,87.1,152,Grossman's,"Family therapist"
Terry,M,Christman,"1319 Pleasant Hill Road",Miami,33169,TerryMChristman@fleckens.hu,561-952-9985,22bf679b-9c18-468b-a550-c55133e0b51c,25.92624,-80.183047,65.4,164,"Henry's Hamburgers",Director
Whitney,M,Kincaid,"1737 Mutton Town Road",Bellingham,98225,WhitneyMKincaid@dayrep.com,360-708-0366,95eea1cc-7d4e-4677-9cb3-95a8c0acf5fe,48.694189,-122.552073,101.5,163,"Food Fair","Telephone repairer"
Georgia,K,Mayton,"1992 Circle Drive",Houston,77002,GeorgiaKMayton@superrito.com,832-485-4932,22a05cf7-6a00-4db1-b514-dba6fd6a08ae,29.808522,-95.373828,99.3,168,Gantos,"Child care worker"
Shirley,B,Shelton,"1940 Red Dog Road",Monroe,28112,ShirleyBShelton@rhyta.com,704-292-8815,47869d1e-9c59-40f7-992e-823f4529cb08,34.849165,-80.566174,54.5,169,"Tee Town","Quality control inspector"
Ann,A,Feely,"200 Edgewood Road",Prim,72130,AnnAFeely@einrot.com,870-948-9590,0b396c28-507b-4f82-8dbc-e49acd0b9d30,35.665217,-92.142704,71.3,162,"Pender's Food Stores","Office assistant"
Derrick,A,Rumsey,"3260 Bridge Street",Tulsa,74131,DerrickARumsey@superrito.com,918-809-4872,60274ac9-f4c7-4ed0-b453-05564d22d140,36.037642,-95.998064,69.1,179,"Plan Smart","U.S. Deputy Marshal"
Yvonne,J,Cummings,"4675 Rosebud Avenue",Caraway,72419,YvonneJCummings@fleckens.hu,870-482-2451,b37bb3c7-dfc8-4926-bc4c-eb91796e9015,35.761756,-90.413437,68.9,158,"Big Bear Stores","Molding, coremaking, and casting machine tender"
Bryan,G,Spitzer,"2714 Jones Avenue",Greensboro,27401,BryanGSpitzer@rhyta.com,336-782-9479,e8406729-5ea7-4df5-b7cd-4d9722c12d0a,36.058449,-79.744286,113.7,173,"The Flying Bear","Demographic economist"
Stella,N,Williams,"108 Norman Street","Los Angeles",90017,StellaNWilliams@armyspy.com,323-313-4192,a66956c9-1a2e-450a-81e3-34d8c05fb3de,33.986414,-118.277101,69.1,155,"Casual Corner","Ceiling tile installer"
Jill,R,Smith,"4881 Woodlawn Drive",Milwaukee,53207,JillRSmith@dayrep.com,414-744-0928,9973f8c4-1edc-433e-93ec-bbe2b72a9b33,42.976353,-87.975164,83.5,167,"Asiatic Solutions","Counter attendant"
Marina,J,Flannagan,"3637 Ingram Street",Dayton,45402,MarinaJFlannagan@fleckens.hu,937-478-3485,0daf488f-e830-48a8-8d23-c01e89a0e006,39.795854,-84.245779,57.2,175,"The Polka Dot Bear Tavern","Manufacturing optician"
Sean,K,Clark,"1879 Strother Street",Nauvoo,35578,SeanKClark@dayrep.com,205-697-6067,9052baa9-a1f3-4dd0-b2f7-0f687d6d25d7,33.928292,-87.586096,101.7,166,"Crown Auto Parts","Fork lift operator"
Jacquelin,O,Rich,"2589 Harrison Street","San Rafael",94909,JacquelinORich@jourrapide.com,415-485-7017,183fa3df-9632-487c-9820-d8983b2b8250,38.097838,-122.463254,105.8,161,"Standard Sales","Content editor"
David,O,Jones,"2088 Langtown Road",Toledo,43609,DavidOJones@fleckens.hu,567-234-1483,041c1914-5770-47f5-bc22-38138535d13b,41.719647,-83.559094,84.1,163,"Desmonds Formal Wear","Passenger service agent"
Maureen,J,Henley,"2433 Lochmere Lane",Stamford,06995,MaureenJHenley@rhyta.com,860-427-2703,9fc102e2-8c6a-4ef1-bb53-02076fb9dd1f,41.064867,-73.544708,91.1,155,"Greenwich IGA","Two-stroke engine mechanic"
Louis,T,Butler,"3875 Travis Street","Vero Beach",32960,LouisTButler@armyspy.com,772-567-5014,4290211d-e43a-4246-9cb5-843936102d5b,27.686205,-80.351927,87.4,183,"Cuppy's Coffee","Counter clerk"
Janice,C,Coker,"3991 Chandler Drive",Branson,65616,JaniceCCoker@fleckens.hu,417-653-4363,ed688c3c-852b-4b49-bf34-db70d9596d5a,36.708928,-93.272773,64.2,160,"Northern Reflections","Animal breeder"
Cynthia,S,Edgerly,"750 Central Avenue","Little Ferry",07643,CynthiaSEdgerly@superrito.com,201-393-0709,dc1f170a-a5ea-4764-ba52-e88497854f41,40.835522,-73.999988,97.6,173,"A. L. Price","Maintenance electrician"
Bryan,K,Rios,"3596 Saints Alley","Plant City",33566,BryanKRios@dayrep.com,813-541-5398,5cd9b7a0-c782-490a-b7b1-6bc98c79b41d,28.008289,-82.177584,70.3,170,"Kinney Shoes","Scientific illustrator"
Judy,D,Roe,"2608 Oliver Street",Azle,76020,JudyDRoe@teleworm.us,817-270-1638,6e6d9c3f-d181-424a-ba1c-a1b67443ddc3,32.914496,-97.640082,56.9,158,"S&W Cafeteria","Telephone installer"
Erica,G,Robertson,"425 Keyser Ridge Road",Roxboro,27573,EricaGRobertson@jourrapide.com,336-502-7250,b4bf9459-8939-4b31-9804-598c6ba76afd,36.374481,-78.978898,87.2,157,Oshman's,"Welding machine setter"
Marcella,C,Reinke,"2054 Garrett Street","Three Rivers",49093,MarcellaCReinke@jourrapide.com,269-279-2982,f2669198-ef12-42ec-a3ac-82084097e2e3,41.897692,-85.696613,96.6,172,"The Spotted Cougar","Surveying technician"
Virginia,J,Young,"2342 Broaddus Avenue","Mortons Gap",42440,VirginiaJYoung@einrot.com,270-258-9960,3e839d79-4f3a-4c46-897f-3024a9e0604f,37.184427,-87.416496,66.5,164,Adray,"Telephone station repairer"
Vernell,J,Young,"4876 University Street",Seattle,98101,VernellJYoung@dayrep.com,206-383-4279,c2ce2061-1feb-4cc0-9fc4-7fc6316f0b3c,47.660122,-122.415348,103.6,161,"Handy City",Paraeducator
Michael,T,McMinn,"969 Rosebud Avenue",Wilmar,71675,MichaelTMcMinn@teleworm.us,870-469-9628,f3c33d44-bb0b-4605-8158-52c386f68a62,33.666897,-91.95381,80.2,179,"Matrix Architectural Service","Avionics technician"
Tina,G,Koenig,"1673 Concord Street",Charlotte,28209,TinaGKoenig@gustr.com,704-520-8833,859c1d92-3e8a-4695-baa1-ef2bcffd884d,35.214079,-80.921978,79.5,167,Ejecta,Pathologist
Colleen,J,Taylor,"2411 James Avenue",Wichita,67202,ColleenJTaylor@armyspy.com,316-265-8023,7cb469a3-651e-4037-8671-26934cfba8e4,37.684006,-97.272458,72.4,154,"Mr. Clark's Appliances","Land surveyor"
Annie,J,Hixson,"529 Still Pastures Drive",Augusta,30901,AnnieJHixson@cuvox.de,803-380-4048,6708cebd-b818-40a0-ad90-c93c00f27f8e,33.430964,-81.861662,87.9,168,Martin's,"Real estate broker"
Stephen,B,Corbitt,"4757 Thorn Street",Lander,82520,StephenBCorbitt@einrot.com,307-526-9790,41b87823-c096-4b08-92d5-fb1a9d437a45,42.676548,-108.367761,97.5,185,"Shoe Town","Exercise instructor"
Mary,C,Guidry,"791 Sunny Day Drive","Santa Ana",92705,MaryCGuidry@superrito.com,714-886-1623,8ebf1083-ed83-4fda-88a3-ceb1fcc837a4,33.697862,-117.805102,88.7,161,"Great Clothes","Tour escort"
Lawanda,E,Reading,"2087 Raintree Boulevard",Minneapolis,55418,LawandaEReading@rhyta.com,763-788-9924,60e46234-e8c4-49db-ba84-39cc670bdd7b,44.935729,-93.292128,70.3,164,"Kenny Rogers Roasters",Mediator
Mary,D,Mastro,"2605 Kenwood Place","Pompano Beach",33060,MaryDMastro@cuvox.de,954-534-2681,0804923a-37ac-4571-8748-e56944aa75a5,26.186949,-80.036303,100.3,156,Morville,"Medical social worker"
Harold,N,Sharp,"2837 Matthews Street","Wonder Lake",60097,HaroldNSharp@fleckens.hu,815-653-6065,3f0ecfe1-a682-417f-9550-1979a94022de,42.490481,-88.339546,75.4,190,"Micro Design",Zookeeper
Jerry,K,Jackson,"2165 Poco Mas Drive",Dallas,75212,JerryKJackson@armyspy.com,214-500-3658,6d9dc3a6-b305-47be-876f-925d7489238f,32.845512,-96.87729,111.1,186,"Mission Realty","Process metallurgical engineer"
Sam,T,Montano,"4041 Emma Street",Lubbock,79410,SamTMontano@superrito.com,806-796-9104,3808f65f-fcfb-46be-ae72-0cb25eee6a13,33.615233,-101.927608,69.7,172,"Knox Lumber","Pharmacy technician"
Richard,M,Brown,"2216 Fire Access Road","West Jefferson",28694,RichardMBrown@teleworm.us,336-877-0660,52366292-610b-4fa6-87e5-132667fbd88d,36.276042,-81.44375,89.2,179,Silverwoods,"Card puncher"
Mattie,C,Brandon,"4429 Hoffman Avenue",Huntington,11743,MattieCBrandon@fleckens.hu,917-930-2565,30a94d4a-9cf8-44bf-b0dd-f82a6b4fd601,40.853101,-73.434867,100.0,168,Awthentikz,"Physical therapist assistant"
Stephanie,F,Doyle,"3999 Burton Avenue",Memphis,38138,StephanieFDoyle@cuvox.de,901-756-6014,0efc1bb1-0ee5-43a2-8e17-fd8ad8a98435,35.137845,-89.880172,67.4,169,"Carter's Foods","Armed Forces"
Teofila,A,Sanchez,"3263 Tori Lane",Midvale,84047,TeofilaASanchez@rhyta.com,801-561-9828,98b9253b-16cb-4233-ae57-8da49aa6733c,40.642765,-111.950727,89.1,163,"Argus Tapes & Records","Ship engineer"
Robby,C,Jones,"4213 Spring Street",Argenta,62501,RobbyCJones@superrito.com,217-795-9935,ef5c5560-939b-4134-86b2-6936b9f0a607,39.902144,-88.727583,79.0,189,"House Of Denmark","IT manager"
Ronald,A,Ray,"4453 Coburn Hollow Road",Princeville,61559,RonaldARay@dayrep.com,309-385-1081,c7457ce3-44c3-46d2-a72b-d29675dea584,40.907117,-89.798089,74.4,180,"Netstars Matrix Design","Metalworking machine operator"
Solomon,E,Whittaker,"531 Roguski Road",Natchitoches,71457,SolomonEWhittaker@fleckens.hu,318-271-9839,fd8db448-86e5-4331-95a1-2dd08f13c4a8,31.692425,-93.038347,96.7,163,"Maxiserve ","Special education teacher"
John,A,Sexton,"1559 Wines Lane",Houston,77032,JohnASexton@teleworm.us,832-274-3251,c14de37b-eb18-4aa4-97e1-0afeea6841ca,29.989535,-95.428525,61.6,179,Tianguis,"Direct care worker"
Bernadette,D,Fudge,"3317 Duck Creek Road","San Carlos",94070,BernadetteDFudge@jourrapide.com,650-802-2372,0f5953c6-e24c-4362-bc35-da18c8c637a5,37.579415,-122.299993,69.1,156,"American Appliance","Radiologic technologist"
Shellie,D,Wiley,"4820 Spinnaker Lane",Chadwick,61014,ShellieDWiley@gustr.com,815-684-0276,d140b985-8345-48a1-8393-ca45dca616fb,42.011584,-89.919988,53.6,158,"Vitamax Health Food Center",Slaughterer
Kim,M,Kocher,"581 Clarence Court",Riverside,92501,KimMKocher@jourrapide.com,909-995-3962,9b97fa9c-2773-4ab4-9c81-04f76100f697,33.947571,-117.480544,60.2,169,"John M. Smyth's Homemakers","Train dispatcher"
Annmarie,V,Brito,"1817 Dane Street","Basin City",99343,AnnmarieVBrito@einrot.com,509-269-1552,c088c66b-b2d3-4b5b-a8fb-71de29e9574e,46.581913,-119.138153,85.1,170,"Custom Lawn Care","Library technician"
Roger,E,Marshall,"4047 Joes Road",Albany,12207,RogerEMarshall@rhyta.com,518-682-9900,d77ee0cb-96b1-49aa-bb54-de2d5f94c3ee,42.644184,-73.841332,61.4,184,"Ellman's Catalog Showrooms","Procurement clerk"
Ashley,M,Hales,"2970 Washington Street","Corpus Christi",78476,AshleyMHales@cuvox.de,361-369-5316,f94628a2-cc7b-4ff8-9395-2eaf824ea8d3,27.679357,-97.447408,101.6,158,"Roadhouse Grill","Dental ceramist"
Ellen,S,Cureton,"3521 Masonic Hill Road","Jones Mill",72105,EllenSCureton@armyspy.com,501-566-1142,12278a1d-fdfa-4227-b6f0-8757230d5623,34.37106,-92.944652,49.9,164,"Rainbow Records","Instructional assistant"
Debra,J,Romano,"4099 Wescam Court",Reno,89501,DebraJRomano@einrot.com,775-980-2298,f4c37e5e-7533-4d61-b10f-f59c01c9f475,39.544686,-119.791803,99.3,164,"Pak and Save","Clinical social worker"
Adam,K,Pond,"4960 Calico Drive",Colville,99114,AdamKPond@dayrep.com,509-680-3646,a23fc2e9-8773-440a-8ea3-af088f956278,48.759636,-117.70676,107.5,175,"Modern Architecture Design","Social scientist"
Steven,D,Smith,"4320 Stuart Street",Pittsburgh,15222,StevenDSmith@jourrapide.com,724-441-4727,1dd92be1-d5fe-4ac8-bdba-7f8ca7e39ced,40.47403,-79.893383,79.0,170,MegaSolutions,Cytotechnologist
Allen,V,Sheridan,"2238 Burning Memory Lane",Northampton,18067,AllenVSheridan@rhyta.com,215-261-7594,578f7954-ec95-4a34-99ad-f06b7c506418,40.750248,-75.501414,111.2,186,"Fit Tonic","Budget analyst"
Elizabeth,H,Caudill,"4011 Viking Drive","Saint Clairsville",43950,ElizabethHCaudill@fleckens.hu,740-801-6974,18b6383a-6073-462b-b220-8b0f93b83584,40.095722,-80.903108,72.5,158,"Full Color","Human resources generalist"
